#OK
#SQL= select * from MDR1..BDMW where snapnum = 85 and z between 680.000000 and 720.000000 and Mtot > 5e13
#MAXROWS UNLIMITED
#QUERYTIMEOUT 420 sec
#DATE 2013-07-25 18:47:02.521 CEST
#QUERYTIME 310 millisec
#COLUMN 1 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=NInCat JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 4 name=hostFlag JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 5 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 12 name=Mvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=Mtot JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 15 name=Vrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 16 name=Vcir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 17 name=conc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 18 name=Xoff JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 19 name=virialRatio JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 20 name=spin JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 21 name=Rrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 22 name=axisratio_2_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 23 name=axisratio_3_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 24 name=axis1_x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 25 name=axis1_y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 26 name=axis1_z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 27 name=ix JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 28 name=iy JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 29 name=iz JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 30 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
bdmId,snapnum,NInCat,hostFlag,x,y,z,vx,vy,vz,np,Mvir,Mtot,Rvir,Vrms,Vcir,conc,Xoff,virialRatio,spin,Rrms,axisratio_2_1,axisratio_3_1,axis1_x,axis1_y,axis1_z,ix,iy,iz,phkey
8509535396,85,9535396,-1,403.3447,793.9984,687.579,-106.36,101.09,33.92,142830,1.23899995E15,1.26099998E15,1.7597,2008.0,1833.0,4.694,0.0221,0.326,0.0282,0.9689,0.7637,0.5759,0.7908,-0.3825,0.4778,413,813,704,839897140
8509535505,85,9535505,-1,479.2508,777.5217,687.7681,-18.05,467.73,-18.44,11155,9.6740003E13,9.9770002E13,0.7564,866.3,812.6,6.121,0.0194,0.2423,0.0118,0.3982,0.7014,0.5675,0.9479,0.024,-0.3176,490,796,704,839103598
8509538058,85,9538058,8509535396,403.7971,793.7327,687.3034,1663.59,-948.77,1302.3,42,3.64200002E11,1.53700002E14,0.0552,168.5,199.8,9.269,0.0711,-0.5077,2.0E-4,0.0276,0.6946,0.5638,-0.5202,0.0783,0.8504,413,812,703,839524974
8509538102,85,9538102,-1,469.4835,780.6736,692.1054,25.48,391.99,-292.97,10961,9.5059999E13,1.01600002E14,0.761,942.8,827.7,7.263,0.0511,0.4837,0.0885,0.3874,0.6661,0.6301,0.9568,0.2279,-0.1804,480,799,708,839103039
8509538175,85,9538175,8509535396,403.4298,794.2175,686.6075,-150.29,-1024.42,1653.47,87,7.5449998E11,1.37200004E14,0.2634,167.5,190.6,35.9,0.0657,-0.3349,1.0E-4,0.0719,0.8517,0.7769,0.6385,0.0448,0.7683,413,813,703,839524973
8509538182,85,9538182,-1,484.0492,783.2781,685.6436,-375.44,-259.98,-125.25,11153,9.6719996E13,1.08700002E14,0.7758,940.6,838.2,7.799,0.0692,0.4461,0.0687,0.3921,0.8773,0.6163,0.8836,0.098,-0.4579,495,802,702,839243147
8509538565,85,9538565,-1,420.6156,777.326,694.7502,-413.41,469.42,-48.63,5915,5.13E13,5.1739999E13,0.6079,681.0,657.0,5.945,0.0484,0.2034,0.0068,0.3329,0.7113,0.5997,-0.4064,-0.1893,0.8939,430,795,711,839769102
8509541310,85,9541310,8509535396,403.7885,794.097,688.0468,1127.03,-1213.73,-2337.78,4828,4.187E13,1.83800005E14,0.5508,718.6,663.2,8.333,0.0366,0.3657,0.0065,0.2713,0.8001,0.7255,0.2622,0.6415,0.7209,413,813,704,839897140
8509541381,85,9541381,-1,465.793,799.8823,692.3755,-169.53,-133.56,-280.93,12524,1.08600001E14,1.14700004E14,0.7903,892.1,834.6,5.782,0.0301,0.2719,0.0373,0.4172,0.7483,0.6036,0.9946,0.0457,0.093,476,819,708,839053209
8507877878,85,7877878,-1,388.2286,88.2363,683.5089,116.88,-236.03,80.24,6554,5.684E13,6.1180001E13,0.6426,713.8,628.9,3.431,0.1562,0.3653,0.0576,0.3707,0.5081,0.3484,0.3336,0.8282,-0.4504,397,90,699,1024896868
8507881431,85,7881431,-1,384.9477,58.1154,695.213,-61.83,459.44,270.78,20493,1.77699994E14,2.06400005E14,0.9589,1119.0,951.7,5.116,0.0268,0.5098,0.0129,0.523,0.9713,0.6596,-0.4134,-0.1209,0.9025,394,59,711,1023840602
8507881937,85,7881937,-1,377.3701,120.8886,682.8912,-40.12,-166.74,61.07,5717,4.9579999E13,5.0119999E13,0.6013,720.7,668.0,7.011,0.025,0.2892,0.0384,0.3067,0.7894,0.5546,0.3916,0.7415,0.5448,386,123,699,1024814232
8507883056,85,7883056,-1,386.1782,63.0374,697.5838,-313.44,-276.73,405.14,6353,5.5090002E13,5.678E13,0.6269,672.9,645.4,4.558,0.0123,0.168,0.0217,0.3431,0.8172,0.5883,0.5416,0.7493,0.381,395,64,714,1024026917
8507884075,85,7884075,-1,380.6359,8.4355,698.12,227.85,-36.81,908.67,7886,6.8390002E13,8.6750001E13,0.7219,1027.0,811.0,12.52,0.0467,0.8491,0.0422,0.3369,0.8132,0.6065,0.9372,-0.2063,0.2814,389,8,714,1023763705
8507885746,85,7885746,8507881431,385.1632,57.9635,694.8496,-522.86,591.84,925.76,1326,1.15000004E13,5.3970001E13,0.447,434.8,441.1,14.83,0.0606,0.2605,0.0032,0.2258,0.7621,0.7341,-0.4815,0.4561,0.7484,394,59,711,1023840602
8507887914,85,7887914,8507891227,387.1422,70.3463,707.363,1263.46,-355.07,1311.85,58,5.03000007E11,6.637E13,0.1856,192.0,205.4,49.02,0.0578,-0.3256,7.0E-4,0.0465,0.8005,0.7339,0.5929,0.7938,-0.1358,396,72,724,1024006272
8507888143,85,7888143,8507891227,386.4848,70.446,707.1408,-1677.67,-86.93,-600.44,142,1.23100004E12,5.5960001E13,0.3547,286.5,287.8,90.4,0.0575,0.1234,5.0E-4,0.0713,0.8883,0.8465,0.7587,-0.5311,0.3774,395,72,724,1024006361
8507890594,85,7890594,-1,376.9604,76.547,709.6837,59.98,-624.55,105.41,11759,1.02000004E14,1.04300001E14,0.7676,857.3,790.6,4.421,0.0261,0.2838,0.0231,0.428,0.6496,0.5844,0.9266,-0.3531,-0.1294,386,78,726,1024007098
8507891227,85,7891227,-1,386.642,70.2174,707.5039,-117.72,-140.78,388.72,34905,3.027E14,3.12900011E14,1.1042,1274.0,1185.0,5.973,0.031,0.2808,0.0221,0.589,0.8384,0.6671,0.4788,0.7072,-0.5202,395,71,724,1024005926
8507892166,85,7892166,-1,376.378,62.9425,705.8362,214.74,-32.51,281.93,16914,1.46699993E14,1.52600003E14,0.8678,959.8,877.1,3.797,0.1016,0.3316,0.0838,0.4988,0.5085,0.2635,0.8755,0.1587,-0.4564,385,64,722,1024005551
8507893513,85,7893513,-1,381.0441,29.9079,712.8879,58.37,-390.33,428.91,19177,1.66299993E14,1.70599993E14,0.8973,1026.0,939.5,4.644,0.0644,0.2956,0.0743,0.4961,0.5715,0.5485,0.3936,-0.7917,0.4673,390,30,729,1023749125
8507893810,85,7893810,-1,388.0553,71.5632,709.0186,-609.76,-779.9,-291.08,7873,6.8280002E13,7.2799998E13,0.681,746.2,733.1,6.825,0.0119,0.1612,0.0265,0.3581,0.7847,0.6168,0.7635,0.6371,0.1062,397,73,726,1024006330
8507894993,85,7894993,-1,396.4307,65.7276,717.4486,-534.4,-67.04,64.92,7638,6.6240001E13,6.8149999E13,0.6662,709.3,667.3,3.468,0.0488,0.2356,0.0563,0.3821,0.6323,0.4831,-0.5534,-0.0219,0.8327,405,67,734,1024003972
8507896266,85,7896266,-1,378.5434,20.937,715.3903,-287.21,-79.76,97.88,7775,6.7430001E13,7.2180004E13,0.6789,798.3,730.9,6.893,0.0206,0.3844,0.0143,0.3712,0.8785,0.5929,0.2265,-0.6747,0.7025,387,21,732,1023746718
8507897421,85,7897421,-1,386.4647,64.8577,716.8978,-288.54,-146.68,-261.8,20026,1.73700003E14,1.78499998E14,0.9139,1103.0,1005.0,6.655,0.0145,0.3486,0.0319,0.4765,0.785,0.5687,0.21,-0.5855,0.783,395,66,734,1024004557
8507975416,85,7975416,-1,427.7923,79.2359,682.0351,-480.77,152.33,777.19,5642,4.893E13,5.9890001E13,0.6381,738.1,615.6,5.319,0.1109,0.5352,0.0165,0.3397,0.7738,0.4849,0.792,0.0674,-0.6068,438,81,698,1024858099
8507977871,85,7977871,-1,494.372,63.3111,688.9402,263.81,483.18,712.85,8659,7.5090004E13,8.5890001E13,0.7196,788.0,703.7,4.578,0.0495,0.3338,0.0189,0.3915,0.7956,0.5404,0.873,-0.1641,-0.4593,506,64,705,1024365117
8507980211,85,7980211,-1,406.6335,79.9028,683.8924,-120.4,-24.88,174.16,8738,7.578E13,7.7539997E13,0.6955,755.5,724.1,4.839,0.0363,0.1868,0.0353,0.388,0.7022,0.4977,0.5858,0.585,-0.5609,416,81,700,1024852567
8507982017,85,7982017,-1,497.3396,115.08,681.6231,578.04,221.21,32.4,12687,1.10000001E14,1.13399996E14,0.7875,905.2,843.1,5.851,0.0335,0.2524,0.0107,0.4191,0.6643,0.537,-0.6254,0.4325,0.6495,509,117,697,1024496803
8507983476,85,7983476,-1,457.7233,65.8696,691.7883,318.52,91.81,218.85,6010,5.2119999E13,5.3619999E13,0.615,695.6,642.9,5.078,0.0286,0.2553,0.0266,0.3355,0.7268,0.5705,0.8519,0.1797,0.4919,468,67,708,1024356761
8507984274,85,7984274,-1,458.0707,104.2858,689.9177,189.48,-6.84,210.77,7295,6.3259999E13,6.9790002E13,0.6715,713.1,654.2,3.76,0.0461,0.278,0.0319,0.3776,0.8247,0.5419,0.9681,0.2499,0.0188,469,106,706,1024441187
8507986197,85,7986197,-1,476.0983,1.6531,694.785,162.95,-140.14,215.38,7374,6.3949999E13,7.1509998E13,0.6771,715.2,648.6,3.352,0.119,0.3603,0.0467,0.3981,0.4273,0.3571,0.0844,0.9791,0.1852,487,1,711,1023454517
8507987921,85,7987921,-1,480.0657,57.1002,697.7314,59.76,286.74,698.41,9770,8.4729999E13,1.07600004E14,0.7712,894.2,703.5,3.59,0.1806,0.6615,0.1287,0.4399,0.5898,0.3518,0.5302,-0.0333,0.8472,491,58,714,1023499933
8507988881,85,7988881,-1,441.0336,0.5039,702.7189,31.82,-48.53,449.11,15480,1.34200003E14,1.42999997E14,0.848,940.2,835.0,3.093,0.0431,0.3904,0.0257,0.4984,0.4119,0.3006,0.3675,0.8592,0.3561,451,0,719,1023635392
8507989819,85,7989819,-1,470.8492,96.6497,703.3056,174.17,122.34,168.04,6253,5.4230002E13,5.6290001E13,0.6252,689.6,624.7,3.566,0.1787,0.2787,0.0539,0.359,0.4535,0.3078,0.8343,0.5089,-0.2122,482,98,720,1024406918
8507992153,85,7992153,-1,428.3848,83.5681,701.5938,82.25,-28.69,42.52,6088,5.28E13,5.4020001E13,0.6165,702.2,673.2,6.584,0.0115,0.2125,0.0161,0.3263,0.6503,0.628,0.4842,-0.7708,0.4141,438,85,718,1024059091
8507992932,85,7992932,-1,484.5697,56.0577,706.6428,293.11,28.6,228.6,5346,4.6359999E13,5.0300002E13,0.602,682.7,620.1,5.507,0.0523,0.3207,0.0403,0.3173,0.8099,0.6854,-0.7235,0.3385,0.6016,496,57,723,1023505930
8507994724,85,7994724,-1,406.4887,21.0985,718.5778,-313.7,-498.9,390.92,14758,1.27999999E14,1.33499999E14,0.8303,988.1,900.8,6.481,0.0559,0.3426,0.0224,0.4469,0.6212,0.5276,0.7516,-0.0404,-0.6583,416,21,735,1023787658
8507996758,85,7996758,-1,493.7167,18.555,714.0411,-30.23,166.89,147.09,9606,8.3300002E13,8.6469998E13,0.7212,865.2,790.0,6.977,0.039,0.3484,0.0369,0.3604,0.8636,0.6948,0.8863,0.2631,-0.381,505,19,731,1023474819
8507997240,85,7997240,-1,487.3055,15.792,718.0731,128.13,97.01,159.32,11979,1.03899998E14,1.09199996E14,0.7736,890.9,790.7,4.231,0.0736,0.3944,0.031,0.4297,0.6354,0.4461,-0.1535,0.6595,0.7359,499,16,735,1023474262
8508492187,85,8492187,-1,413.6757,307.4149,682.3708,250.86,-171.17,595.51,7472,6.48E13,6.8209999E13,0.6663,766.3,716.4,6.531,0.0777,0.2728,0.0153,0.3605,0.6018,0.5392,-0.0981,-0.4082,0.9076,423,314,698,981631341
8508493325,85,8493325,8508499718,408.0581,267.5489,681.4194,1881.56,67.21,134.45,114,9.8860001E11,5.8999999E13,0.3514,185.9,197.4,41.17,0.0626,-0.1562,8.0E-4,0.0955,0.867,0.7625,-0.3715,0.7236,0.5817,417,273,697,981664691
8508493530,85,8493530,-1,554.2121,254.2253,682.5992,68.71,-92.65,507.67,11726,1.01700002E14,1.03200003E14,0.7651,845.0,813.2,5.443,0.0399,0.1801,0.0256,0.4145,0.946,0.565,0.0747,-0.633,0.7706,567,260,698,603459217
8508493552,85,8493552,8508499718,408.8173,267.5164,681.3978,-1065.29,-1433.59,608.51,11113,9.6369998E13,1.44400005E14,0.3905,1182.0,1054.0,3.567,0.0425,0.4785,0.0174,0.2245,0.9042,0.7273,-0.622,0.2906,0.7271,418,273,697,981664652
8508495024,85,8495024,-1,419.855,353.8922,686.5691,165.97,-560.55,495.89,13177,1.14300002E14,1.18400001E14,0.7939,906.9,828.1,4.654,0.0163,0.2813,0.0167,0.437,0.5965,0.4403,0.3144,0.7853,-0.5334,429,362,703,982507428
8508495282,85,8495282,8508499718,408.4834,267.6616,681.3048,-996.23,1290.98,-195.51,257,2.22899995E12,1.07300002E14,0.3878,301.6,297.7,48.35,0.0099,0.1867,7.0E-4,0.0832,0.7801,0.7182,0.5856,0.8073,0.0733,418,274,697,981664645
8508496101,85,8496101,-1,416.4216,280.7446,681.113,-290.63,-69.98,225.33,5852,5.075E13,5.113E13,0.6052,700.8,691.9,8.059,0.0162,0.1959,0.0508,0.3076,0.8761,0.834,-0.6223,0.7825,0.0201,426,287,697,981667654
8508496300,85,8496300,-1,542.4069,271.2864,682.2829,128.25,-299.97,417.66,15051,1.30499998E14,1.35800004E14,0.8335,929.3,845.0,3.829,0.0644,0.3041,0.0191,0.4784,0.5978,0.4718,0.0731,0.4461,0.892,555,277,698,603464032
8508496752,85,8496752,-1,578.74,304.3787,681.3952,-399.47,-435.75,153.09,9464,8.2069997E13,9.5829998E13,0.7463,851.5,714.3,4.163,0.2285,0.4645,0.141,0.4233,0.5776,0.3639,-0.0711,-0.6231,0.7789,592,311,697,603331272
8508497883,85,8497883,-1,574.5064,281.267,686.5579,-345.57,-84.8,155.68,9184,7.9640002E13,8.44E13,0.7154,786.6,712.3,3.821,0.1009,0.2827,0.0384,0.3983,0.5611,0.4924,-0.3357,-0.1173,0.9346,588,288,703,603346345
8508498162,85,8498162,-1,403.0573,368.6458,689.7081,206.08,-565.42,258.41,6422,5.5690001E13,5.9819998E13,0.6378,710.9,629.9,3.76,0.2039,0.33,0.0821,0.3654,0.481,0.4304,0.7678,0.3743,-0.5199,412,377,706,982240749
8508498740,85,8498740,-1,545.3416,264.4034,686.9892,8.32,100.69,53.18,9187,7.9669999E13,8.1360002E13,0.7067,782.5,726.8,4.345,0.1088,0.2565,0.0299,0.3891,0.6891,0.5654,-0.5876,0.2991,0.7519,558,270,703,603463673
8508498825,85,8498825,-1,589.4524,312.3592,684.5582,-104.82,-318.8,114.81,7303,6.3330002E13,6.4840001E13,0.6553,701.7,669.0,4.126,0.02,0.1987,0.0215,0.3653,0.7545,0.5973,0.932,-0.1341,-0.3367,603,319,700,603329446
8508498849,85,8498849,-1,419.5718,347.6803,690.6905,109.29,-112.69,451.67,6231,5.404E13,5.5349999E13,0.6218,717.1,672.4,6.262,0.0194,0.2567,0.0165,0.3304,0.6597,0.6535,0.2591,0.7939,-0.55,429,356,707,982131614
8508498935,85,8498935,8508499718,409.1968,266.6017,681.2504,-1075.64,-1126.33,2130.12,296,2.56700003E12,6.088E13,0.3978,261.2,283.7,34.97,0.036,-0.03811,4.0E-4,0.1112,0.878,0.8236,0.739,-0.6732,0.024,419,273,697,981664655
8508498980,85,8498980,-1,542.4099,295.0813,684.1672,-153.79,-201.91,79.84,5842,5.0659999E13,6.0270001E13,0.6396,733.0,634.8,5.848,0.0291,0.4832,0.0328,0.3366,0.6439,0.4981,0.9735,-0.2042,0.1032,555,302,700,603577249
8508499718,85,8499718,-1,408.4601,267.1675,681.2809,529.13,953.34,500.03,87958,7.6280002E14,8.9030001E14,1.5671,1886.0,1616.0,6.846,0.0278,0.624,0.0612,0.8043,0.8822,0.697,-0.1609,0.9761,-0.1464,418,273,697,981664652
8508499890,85,8499890,8508499718,408.4178,266.8154,681.1382,480.1,980.01,524.22,563,4.882E12,7.2699997E13,0.3466,362.2,324.9,14.56,0.0717,0.5205,0.0022,0.1516,0.8958,0.7241,0.51,0.573,0.6415,418,273,697,981664652
8508501547,85,8501547,-1,428.5429,340.9623,703.4194,30.33,-464.28,712.64,8458,7.3349997E13,7.6810004E13,0.6934,797.8,739.7,6.154,0.0416,0.2731,0.0573,0.3611,0.8009,0.7442,-0.4128,0.0513,0.9094,438,349,720,982120121
8508501838,85,8501838,-1,416.9976,302.3295,695.5897,-228.81,180.3,72.92,7731,6.7040002E13,7.0559996E13,0.6739,748.5,695.7,5.034,0.0261,0.2571,0.0131,0.3608,0.717,0.6211,0.712,0.3923,-0.5824,427,309,712,981883118
8508502810,85,8502810,8508508773,507.5313,275.6211,692.8275,588.53,286.79,-565.81,867,7.5189998E12,6.1880001E13,0.5515,334.1,346.9,19.72,0.0416,0.285,0.0068,0.2707,0.7791,0.7152,0.431,0.8811,-0.1949,519,282,709,603750052
8508504029,85,8504029,-1,520.9302,299.4949,691.9584,-66.14,-758.57,2.38,6506,5.6419999E13,6.1159999E13,0.6425,704.0,631.3,3.737,0.1255,0.2788,0.1143,0.3622,0.569,0.3771,0.7265,0.0804,-0.6825,533,306,708,603777183
8508505186,85,8505186,-1,539.1482,273.4467,693.726,-87.67,-509.77,233.53,9314,8.0769997E13,8.6579998E13,0.7215,860.0,781.3,7.154,0.0223,0.3635,0.0447,0.3666,0.7966,0.6648,0.6251,0.5143,-0.5871,552,280,710,603829454
8508505518,85,8505518,-1,409.3417,267.086,685.0642,-223.29,645.78,-874.51,7819,6.7810001E13,6.9840002E13,0.6718,725.5,707.1,5.359,0.0652,0.1514,0.0612,0.3565,0.9296,0.7719,0.4191,-0.057,0.9061,419,273,701,981664367
8508505979,85,8505979,-1,520.9662,283.9514,698.3528,188.65,-447.05,-10.27,19742,1.71199997E14,1.74899994E14,0.909,1036.0,984.7,6.069,0.0209,0.2348,0.0327,0.4886,0.6547,0.5718,-0.5751,0.7918,-0.2057,533,290,715,603782098
8508506140,85,8506140,-1,543.7554,258.3436,703.7431,-151.18,-172.61,214.3,6930,6.0100002E13,6.0899998E13,0.6417,729.0,683.0,5.459,0.0563,0.2559,0.0195,0.3493,0.7482,0.5969,0.4695,-0.6286,0.62,556,264,720,603838966
8508507672,85,8507672,-1,409.7134,285.7126,698.3604,-116.53,663.37,-242.56,48586,4.21400012E14,4.49999998E14,1.2445,1421.0,1238.0,3.679,0.083,0.4416,0.0546,0.7106,0.4777,0.4242,0.1535,0.6234,0.7667,419,292,715,981872358
8508508011,85,8508011,-1,535.5257,262.7342,703.6561,71.63,154.91,278.48,19016,1.64900001E14,1.69600004E14,0.8979,1037.0,979.3,6.329,0.0281,0.2449,0.0214,0.4835,0.5896,0.5152,-0.3086,0.9262,-0.2165,548,269,720,603838375
8508508773,85,8508773,-1,507.7785,276.115,692.8521,431.98,-184.94,46.74,19818,1.71899993E14,1.81099997E14,0.9203,1040.0,953.2,5.036,0.0458,0.3264,0.0403,0.4998,0.6407,0.5315,0.052,0.966,-0.2532,519,282,709,603750052
8508508983,85,8508983,-1,407.1786,307.119,699.1772,86.71,41.33,40.58,19122,1.65799998E14,1.71100005E14,0.9016,972.2,912.8,3.7,0.0133,0.2421,0.0431,0.5116,0.6788,0.5675,0.8021,0.5907,-0.0874,416,314,715,981881105
8508509128,85,8509128,-1,522.3087,267.5399,702.7665,1344.98,10.66,-167.61,10603,9.1949999E13,1.16000003E14,0.7922,986.8,832.4,8.991,0.0366,0.6572,0.0804,0.3897,0.8174,0.6285,0.9408,0.0655,-0.3325,534,273,719,603735730
8507992734,85,7992734,-1,530.4376,89.7704,693.5277,220.64,119.94,-328.98,10478,9.0869999E13,1.02199997E14,0.7624,833.3,762.0,5.058,0.037,0.2996,0.03,0.4104,0.6603,0.4927,0.9727,0.102,-0.2084,543,91,710,581119272
8507993034,85,7993034,-1,559.0934,132.9195,702.1364,377.99,-195.02,-72.37,7487,6.4929999E13,6.6500002E13,0.6606,711.7,666.9,3.682,0.0376,0.2157,0.034,0.372,0.7247,0.5327,0.9912,0.1174,-0.0608,572,136,718,580819644
8507993094,85,7993094,-1,578.9891,189.2377,709.7274,-292.78,-145.06,306.62,5652,4.9020001E13,5.2379999E13,0.61,606.4,590.1,2.623,0.0614,0.2721,0.0435,0.3894,0.2266,0.1248,-0.647,0.6341,0.4234,592,193,726,579216463
8507993141,85,7993141,-1,583.4378,18.2052,703.3209,-358.35,70.18,-18.52,7250,6.287E13,6.566E13,0.6579,745.6,704.9,6.253,0.0103,0.249,0.014,0.3466,0.6447,0.5698,-0.3632,0.1161,0.9245,597,18,720,581515641
8507993573,85,7993573,-1,537.0087,152.5672,708.756,-94.91,217.82,168.07,7940,6.8859999E13,7.003E13,0.6723,763.8,697.6,4.605,0.057,0.276,0.057,0.3679,0.7846,0.5708,0.9844,0.1587,0.0761,549,156,725,580829924
8507994019,85,7994019,-1,562.4835,103.7254,703.8962,519.86,385.72,126.08,7079,6.1390002E13,6.3490002E13,0.6506,694.1,654.3,3.733,0.0624,0.2394,0.0521,0.3683,0.7306,0.6194,-0.4945,-0.1479,0.8565,575,106,720,580995445
8507994107,85,7994107,-1,404.3838,167.1241,703.2696,407.83,-4.48,-245.35,5752,4.9880001E13,5.3440001E13,0.6145,676.0,595.2,2.852,0.0512,0.4128,0.0678,0.3622,0.5911,0.4799,-0.7855,0.3377,0.5186,414,171,720,1031252423
8507994124,85,7994124,-1,588.4351,180.8147,715.8717,-1035.59,-128.52,1264.55,15441,1.33900001E14,2.13300005E14,0.9719,1366.0,891.1,8.254,0.0378,1.597,0.024,0.4692,0.8666,0.7925,0.3487,-0.5249,0.7765,602,185,733,579010396
8507994315,85,7994315,8507998377,567.6802,114.0178,707.0283,738.25,188.82,-273.16,516,4.4749999E12,1.43699992E14,0.7406,247.5,239.7,22.45,0.1373,0.3433,5.0E-4,0.3846,0.9242,0.7499,0.712,-0.1082,0.6938,581,116,723,581869850
8507994496,85,7994496,-1,508.9685,59.6081,704.1644,432.76,202.53,-123.4,5609,4.8640001E13,5.0439999E13,0.6027,651.9,620.0,4.643,0.0658,0.2068,0.0254,0.3289,0.7362,0.5749,-0.3501,0.8409,0.4126,521,61,721,581280837
8507994593,85,7994593,-1,573.1974,124.7312,707.4825,-271.74,-313.56,36.35,16668,1.44600006E14,1.46100007E14,0.8556,991.8,928.0,5.886,0.0195,0.2757,0.0175,0.4558,0.713,0.6,-0.1338,0.97,0.2031,586,127,724,581870737
8507995057,85,7995057,8508001143,587.9115,85.1744,712.4545,-1182.76,180.08,-704.29,379,3.28700002E12,8.7349996E13,0.6203,268.2,282.6,46.72,0.0155,0.1337,0.0016,0.1992,0.8834,0.7401,0.9099,-0.1868,0.3705,602,87,729,581841268
8507995477,85,7995477,-1,566.78,13.4531,713.776,-30.23,-155.71,632.97,8045,6.9769999E13,7.5120001E13,0.434,903.3,854.7,3.766,0.0229,0.2798,0.0132,0.2463,0.9026,0.5907,-0.5714,0.4356,0.6956,580,13,730,581505181
8507996068,85,7996068,-1,573.5873,71.558,706.9225,8.76,563.56,-80.99,9898,8.5839997E13,9.1150002E13,0.734,802.8,744.3,4.545,0.0513,0.2661,0.0378,0.411,0.6823,0.5497,0.6346,0.6638,0.3958,587,73,723,581834773
8507996339,85,7996339,-1,576.9447,83.5411,713.4647,236.47,440.39,271.5,5706,4.9479999E13,5.5229999E13,0.6213,652.3,619.8,4.878,0.0362,0.2217,0.0317,0.3392,0.8147,0.6289,0.3931,0.5624,-0.7274,590,85,730,581830707
8507996875,85,7996875,8507990646,583.1655,103.4199,706.3116,-448.51,-2652.5,1189.94,91,7.8919998E11,8.1240003E13,0.2686,206.8,212.3,47.97,0.0455,-0.122,3.0E-4,0.0619,0.8716,0.7569,-0.5494,0.8291,-0.104,597,105,723,581879787
8507996944,85,7996944,8507992007,512.8543,177.2697,713.938,1755.72,-132.42,715.45,6953,6.0299999E13,1.20300004E14,0.5133,910.1,805.1,7.383,0.0172,0.4917,0.0115,0.2569,0.9001,0.7986,0.587,0.6695,0.4552,525,181,731,580757663
8507996958,85,7996958,-1,534.7814,178.8243,719.2747,-221.66,-44.37,259.65,5924,5.1369998E13,5.248E13,0.6105,702.1,676.7,7.112,0.0341,0.2172,0.0287,0.3233,0.9002,0.6477,0.6754,-0.5431,0.4988,547,183,736,580712790
8507997012,85,7997012,-1,569.1978,20.3636,708.1823,16.16,94.04,-93.86,8651,7.5020001E13,7.7680003E13,0.6959,854.9,760.4,6.837,0.1251,0.3712,0.0505,0.3567,0.6447,0.5859,-0.1618,0.8991,-0.4068,582,20,725,581504223
8507997142,85,7997142,8507998377,566.7304,113.7029,706.6864,407.78,-193.14,-68.27,22,1.90800003E11,5.4379999E13,0.2731,386.2,62.4,7.578,0.12,1.631,0.0020,0.1507,0.713,0.5701,0.8869,0.4468,0.1171,580,116,723,581869849
8507997983,85,7997983,-1,513.923,195.4853,717.9888,468.56,-531.66,251.87,14338,1.24300003E14,1.28899996E14,0.8186,949.0,880.7,5.919,0.0337,0.2891,0.0472,0.4413,0.9422,0.765,-0.035,0.8497,-0.5261,526,200,735,580393909
8507998163,85,7998163,-1,563.7299,141.6803,717.5056,227.78,-127.4,-277.22,9382,8.1360002E13,9.5839997E13,0.7464,960.8,768.1,7.008,0.1347,0.7711,0.1364,0.3971,0.7216,0.5735,-0.7013,0.7123,0.0299,577,145,734,578888268
